r,t,f,y,UseByTechnologyAnnual
REGION,EGBM00E00X,EGBIOM,2055.0,2.0764
REGION,EGBM00E00X,EGBIOM,2056.0,2.0764
REGION,EGBM00E00X,EGBIOM,2057.0,2.0764
REGION,EGBM00E00X,EGBIOM,2058.0,2.0764
REGION,EGBM00E00X,EGBIOM,2059.0,2.0764
REGION,EGBM00E00X,EGBIOM,2060.0,2.0764
REGION,EGBM00E00X,EGBIOM,2061.0,2.0764
REGION,EGBM00E00X,EGBIOM,2062.0,2.0764
REGION,EGBM00E00X,EGBIOM,2063.0,2.0764
REGION,EGBM00E00X,EGBIOM,2064.0,2.0764
REGION,EGBM00E00X,EGBIOM,2065.0,2.0764
REGION,EGBM00E00X,EGBIOM,2066.0,2.0764
REGION,EGBM00E00X,EGBIOM,2067.0,2.0764
REGION,EGBM00E00X,EGBIOM,2068.0,2.0764
REGION,EGBM00E00X,EGBIOM,2069.0,2.0764
REGION,EGBM00E00X,EGBIOM,2070.0,2.0764
REGION,EGBMCHC04N,EGBIOM,2021.0,9.4304
REGION,EGBMCHC04N,EGBIOM,2022.0,18.8003
REGION,EGBMCHC04N,EGBIOM,2023.0,28.1104
REGION,EGBMCHC04N,EGBIOM,2024.0,37.3611
REGION,EGBMCHC04N,EGBIOM,2025.0,46.5531
REGION,EGBMCHC04N,EGBIOM,2026.0,55.687
REGION,EGBMCHC04N,EGBIOM,2027.0,64.7632
REGION,EGBMCHC04N,EGBIOM,2028.0,73.7823
REGION,EGBMCHC04N,EGBIOM,2029.0,82.7449
REGION,EGBMCHC04N,EGBIOM,2030.0,91.6515
REGION,EGBMCHC04N,EGBIOM,2031.0,91.6515
REGION,EGBMCHC04N,EGBIOM,2032.0,91.6515
REGION,EGBMCHC04N,EGBIOM,2033.0,91.6515
REGION,EGBMCHC04N,EGBIOM,2034.0,91.6515
REGION,EGBMCHC04N,EGBIOM,2035.0,91.6515
REGION,EGBMCHC04N,EGBIOM,2036.0,91.6515
REGION,EGBMCHC04N,EGBIOM,2037.0,91.6515
REGION,EGBMCHC04N,EGBIOM,2038.0,91.6515
REGION,EGBMCHC04N,EGBIOM,2039.0,91.6515
REGION,EGBMCHC04N,EGBIOM,2040.0,91.6515
REGION,EGBMCHC04N,EGBIOM,2041.0,100.8166
REGION,EGBMCHC04N,EGBIOM,2042.0,109.9818
REGION,EGBMCHC04N,EGBIOM,2043.0,114.5644
REGION,EGBMCHC04N,EGBIOM,2044.0,114.5644
REGION,EGBMCHC04N,EGBIOM,2045.0,114.5644
REGION,EGBMCHC04N,EGBIOM,2046.0,114.5644
REGION,EGBMCHC04N,EGBIOM,2047.0,114.5644
REGION,EGBMCHC04N,EGBIOM,2048.0,114.5644
REGION,EGBMCHC04N,EGBIOM,2049.0,114.5644
REGION,EGBMCHC04N,EGBIOM,2050.0,114.5644
REGION,EGBMCHC04N,EGBIOM,2051.0,123.7295
REGION,EGBMCHC04N,EGBIOM,2052.0,132.8947
REGION,EGBMCHC04N,EGBIOM,2053.0,137.4772
REGION,EGBMCHC04N,EGBIOM,2054.0,137.4772
REGION,EGBMCHC04N,EGBIOM,2055.0,137.4772
REGION,EGBMCHC04N,EGBIOM,2056.0,137.4772
REGION,EGBMCHC04N,EGBIOM,2057.0,137.4772
REGION,EGBMCHC04N,EGBIOM,2058.0,137.4772
REGION,EGBMCHC04N,EGBIOM,2059.0,137.4772
REGION,EGBMCHC04N,EGBIOM,2060.0,137.4772
REGION,EGBMCHC04N,EGBIOM,2061.0,137.4772
REGION,EGBMCHC04N,EGBIOM,2062.0,137.4772
REGION,EGBMCHC04N,EGBIOM,2063.0,137.4772
REGION,EGBMCHC04N,EGBIOM,2064.0,137.4772
REGION,EGBMCHC04N,EGBIOM,2065.0,137.4772
REGION,EGBMCHC04N,EGBIOM,2066.0,137.4772
REGION,EGBMCHC04N,EGBIOM,2067.0,137.4772
REGION,EGBMCHC04N,EGBIOM,2068.0,137.4772
REGION,EGBMCHC04N,EGBIOM,2069.0,137.4772
REGION,EGBMCHC04N,EGBIOM,2070.0,137.4772
REGION,EGBMCHC04N,EGWAT1,2021.0,108.007
REGION,EGBMCHC04N,EGWAT1,2022.0,216.014
REGION,EGBMCHC04N,EGWAT1,2023.0,324.021
REGION,EGBMCHC04N,EGWAT1,2024.0,432.0281
REGION,EGBMCHC04N,EGWAT1,2025.0,540.0351
REGION,EGBMCHC04N,EGWAT1,2026.0,648.0421
REGION,EGBMCHC04N,EGWAT1,2027.0,756.0491
REGION,EGBMCHC04N,EGWAT1,2028.0,864.0561
REGION,EGBMCHC04N,EGWAT1,2029.0,972.0631
REGION,EGBMCHC04N,EGWAT1,2030.0,1080.0702
REGION,EGBMCHC04N,EGWAT1,2031.0,1080.0702
REGION,EGBMCHC04N,EGWAT1,2032.0,1080.0702
REGION,EGBMCHC04N,EGWAT1,2033.0,1080.0702
REGION,EGBMCHC04N,EGWAT1,2034.0,1080.0702
REGION,EGBMCHC04N,EGWAT1,2035.0,1080.0702
REGION,EGBMCHC04N,EGWAT1,2036.0,1080.0702
REGION,EGBMCHC04N,EGWAT1,2037.0,1080.0702
REGION,EGBMCHC04N,EGWAT1,2038.0,1080.0702
REGION,EGBMCHC04N,EGWAT1,2039.0,1080.0702
REGION,EGBMCHC04N,EGWAT1,2040.0,1080.0702
REGION,EGBMCHC04N,EGWAT1,2041.0,1188.0772
REGION,EGBMCHC04N,EGWAT1,2042.0,1296.0842
REGION,EGBMCHC04N,EGWAT1,2043.0,1350.0877
REGION,EGBMCHC04N,EGWAT1,2044.0,1350.0877
REGION,EGBMCHC04N,EGWAT1,2045.0,1350.0877
REGION,EGBMCHC04N,EGWAT1,2046.0,1350.0877
REGION,EGBMCHC04N,EGWAT1,2047.0,1350.0877
REGION,EGBMCHC04N,EGWAT1,2048.0,1350.0877
REGION,EGBMCHC04N,EGWAT1,2049.0,1350.0877
REGION,EGBMCHC04N,EGWAT1,2050.0,1350.0877
REGION,EGBMCHC04N,EGWAT1,2051.0,1458.0947
REGION,EGBMCHC04N,EGWAT1,2052.0,1566.1017
REGION,EGBMCHC04N,EGWAT1,2053.0,1620.1052
REGION,EGBMCHC04N,EGWAT1,2054.0,1620.1052
REGION,EGBMCHC04N,EGWAT1,2055.0,1620.1052
REGION,EGBMCHC04N,EGWAT1,2056.0,1620.1052
REGION,EGBMCHC04N,EGWAT1,2057.0,1620.1052
REGION,EGBMCHC04N,EGWAT1,2058.0,1620.1052
REGION,EGBMCHC04N,EGWAT1,2059.0,1620.1052
REGION,EGBMCHC04N,EGWAT1,2060.0,1620.1052
REGION,EGBMCHC04N,EGWAT1,2061.0,1620.1052
REGION,EGBMCHC04N,EGWAT1,2062.0,1620.1052
REGION,EGBMCHC04N,EGWAT1,2063.0,1620.1052
REGION,EGBMCHC04N,EGWAT1,2064.0,1620.1052
REGION,EGBMCHC04N,EGWAT1,2065.0,1620.1052
REGION,EGBMCHC04N,EGWAT1,2066.0,1620.1052
REGION,EGBMCHC04N,EGWAT1,2067.0,1620.1052
REGION,EGBMCHC04N,EGWAT1,2068.0,1620.1052
REGION,EGBMCHC04N,EGWAT1,2069.0,1620.1052
REGION,EGBMCHC04N,EGWAT1,2070.0,1620.1052
REGION,EGBMCHP04N,EGBIOM,2016.0,6.0895
REGION,EGBMCHP04N,EGBIOM,2017.0,6.0895
REGION,EGBMCHP04N,EGBIOM,2018.0,6.0895
REGION,EGBMCHP04N,EGBIOM,2019.0,6.0895
REGION,EGBMCHP04N,EGBIOM,2020.0,6.0895
REGION,EGBMCHP04N,EGBIOM,2021.0,8.5253
REGION,EGBMCHP04N,EGBIOM,2022.0,10.9611
REGION,EGBMCHP04N,EGBIOM,2023.0,10.9611
REGION,EGBMCHP04N,EGBIOM,2024.0,10.9611
REGION,EGBMCHP04N,EGBIOM,2025.0,10.9611
REGION,EGBMCHP04N,EGBIOM,2026.0,10.9611
REGION,EGBMCHP04N,EGBIOM,2027.0,10.9611
REGION,EGBMCHP04N,EGBIOM,2028.0,10.9611
REGION,EGBMCHP04N,EGBIOM,2029.0,10.9611
REGION,EGBMCHP04N,EGBIOM,2030.0,10.9611
REGION,EGBMCHP04N,EGBIOM,2031.0,10.9611
REGION,EGBMCHP04N,EGBIOM,2032.0,10.9611
REGION,EGBMCHP04N,EGBIOM,2033.0,10.9611
REGION,EGBMCHP04N,EGBIOM,2034.0,10.9611
REGION,EGBMCHP04N,EGBIOM,2035.0,10.9611
REGION,EGBMCHP04N,EGBIOM,2036.0,10.9611
REGION,EGBMCHP04N,EGBIOM,2037.0,10.9611
REGION,EGBMCHP04N,EGBIOM,2038.0,10.9611
REGION,EGBMCHP04N,EGBIOM,2039.0,10.9611
REGION,EGBMCHP04N,EGBIOM,2040.0,10.9611
REGION,EGBMCHP04N,EGBIOM,2041.0,10.9611
REGION,EGBMCHP04N,EGBIOM,2042.0,10.9611
REGION,EGBMCHP04N,EGBIOM,2043.0,10.9611
REGION,EGBMCHP04N,EGBIOM,2044.0,10.9611
REGION,EGBMCHP04N,EGBIOM,2045.0,10.9611
REGION,EGBMCHP04N,EGBIOM,2046.0,10.9611
REGION,EGBMCHP04N,EGBIOM,2047.0,10.9611
REGION,EGBMCHP04N,EGBIOM,2048.0,10.9611
REGION,EGBMCHP04N,EGBIOM,2049.0,10.9611
REGION,EGBMCHP04N,EGBIOM,2050.0,10.9611
REGION,EGBMCHP04N,EGBIOM,2051.0,10.9611
REGION,EGBMCHP04N,EGBIOM,2052.0,10.9611
REGION,EGBMCHP04N,EGBIOM,2053.0,10.9611
REGION,EGBMCHP04N,EGBIOM,2054.0,10.9611
REGION,EGBMCHP04N,EGBIOM,2055.0,10.9611
REGION,EGBMCHP04N,EGBIOM,2056.0,4.8716
REGION,EGBMCHP04N,EGBIOM,2057.0,4.8716
REGION,EGBMCHP04N,EGBIOM,2058.0,4.8716
REGION,EGBMCHP04N,EGBIOM,2059.0,4.8716
REGION,EGBMCHP04N,EGBIOM,2060.0,4.8716
REGION,EGBMCHP04N,EGBIOM,2061.0,2.4358
REGION,EGBMCHP04N,EGWAT1,2016.0,145.8095
REGION,EGBMCHP04N,EGWAT1,2017.0,145.8095
REGION,EGBMCHP04N,EGWAT1,2018.0,145.8095
REGION,EGBMCHP04N,EGWAT1,2019.0,145.8095
REGION,EGBMCHP04N,EGWAT1,2020.0,145.8095
REGION,EGBMCHP04N,EGWAT1,2021.0,204.1333
REGION,EGBMCHP04N,EGWAT1,2022.0,262.457
REGION,EGBMCHP04N,EGWAT1,2023.0,262.457
REGION,EGBMCHP04N,EGWAT1,2024.0,262.457
REGION,EGBMCHP04N,EGWAT1,2025.0,262.457
REGION,EGBMCHP04N,EGWAT1,2026.0,262.457
REGION,EGBMCHP04N,EGWAT1,2027.0,262.457
REGION,EGBMCHP04N,EGWAT1,2028.0,262.457
REGION,EGBMCHP04N,EGWAT1,2029.0,262.457
REGION,EGBMCHP04N,EGWAT1,2030.0,262.457
REGION,EGBMCHP04N,EGWAT1,2031.0,262.457
REGION,EGBMCHP04N,EGWAT1,2032.0,262.457
REGION,EGBMCHP04N,EGWAT1,2033.0,262.457
REGION,EGBMCHP04N,EGWAT1,2034.0,262.457
REGION,EGBMCHP04N,EGWAT1,2035.0,262.457
REGION,EGBMCHP04N,EGWAT1,2036.0,262.457
REGION,EGBMCHP04N,EGWAT1,2037.0,262.457
REGION,EGBMCHP04N,EGWAT1,2038.0,262.457
REGION,EGBMCHP04N,EGWAT1,2039.0,262.457
REGION,EGBMCHP04N,EGWAT1,2040.0,262.457
REGION,EGBMCHP04N,EGWAT1,2041.0,262.457
REGION,EGBMCHP04N,EGWAT1,2042.0,262.457
REGION,EGBMCHP04N,EGWAT1,2043.0,262.457
REGION,EGBMCHP04N,EGWAT1,2044.0,262.457
REGION,EGBMCHP04N,EGWAT1,2045.0,262.457
REGION,EGBMCHP04N,EGWAT1,2046.0,262.457
REGION,EGBMCHP04N,EGWAT1,2047.0,262.457
REGION,EGBMCHP04N,EGWAT1,2048.0,262.457
REGION,EGBMCHP04N,EGWAT1,2049.0,262.457
REGION,EGBMCHP04N,EGWAT1,2050.0,262.457
REGION,EGBMCHP04N,EGWAT1,2051.0,262.457
REGION,EGBMCHP04N,EGWAT1,2052.0,262.457
REGION,EGBMCHP04N,EGWAT1,2053.0,262.457
REGION,EGBMCHP04N,EGWAT1,2054.0,262.457
REGION,EGBMCHP04N,EGWAT1,2055.0,262.457
REGION,EGBMCHP04N,EGWAT1,2056.0,116.6476
REGION,EGBMCHP04N,EGWAT1,2057.0,116.6476
REGION,EGBMCHP04N,EGWAT1,2058.0,116.6476
REGION,EGBMCHP04N,EGWAT1,2059.0,116.6476
REGION,EGBMCHP04N,EGWAT1,2060.0,116.6476
REGION,EGBMCHP04N,EGWAT1,2061.0,58.3238
REGION,EGBMCHP04O,EGBIOM,2015.0,18.3893
REGION,EGBMCHP04O,EGBIOM,2016.0,18.3893
REGION,EGBMCHP04O,EGBIOM,2017.0,18.3893
REGION,EGBMCHP04O,EGBIOM,2018.0,18.3893
REGION,EGBMCHP04O,EGBIOM,2019.0,18.3893
REGION,EGBMCHP04O,EGBIOM,2020.0,18.3893
REGION,EGBMCHP04O,EGBIOM,2021.0,17.4698
REGION,EGBMCHP04O,EGBIOM,2022.0,16.5504
REGION,EGBMCHP04O,EGBIOM,2023.0,15.6309
REGION,EGBMCHP04O,EGBIOM,2024.0,14.7114
REGION,EGBMCHP04O,EGBIOM,2025.0,9.1947
REGION,EGBMCHP04O,EGBIOM,2026.0,8.2752
REGION,EGBMCHP04O,EGBIOM,2027.0,7.3557
REGION,EGBMCHP04O,EGBIOM,2028.0,6.4363
REGION,EGBMCHP04O,EGBIOM,2029.0,5.5168
REGION,EGBMCHP04O,EGBIOM,2030.0,4.5973
REGION,EGBMCHP04O,EGBIOM,2031.0,3.6779
REGION,EGBMCHP04O,EGBIOM,2032.0,2.7584
REGION,EGBMCHP04O,EGBIOM,2033.0,1.8389
REGION,EGBMCHP04O,EGBIOM,2034.0,0.9195
REGION,EGBMCHP04O,EGWAT1,2015.0,440.323
REGION,EGBMCHP04O,EGWAT1,2016.0,440.323
REGION,EGBMCHP04O,EGWAT1,2017.0,440.323
REGION,EGBMCHP04O,EGWAT1,2018.0,440.323
REGION,EGBMCHP04O,EGWAT1,2019.0,440.323
REGION,EGBMCHP04O,EGWAT1,2020.0,440.323
REGION,EGBMCHP04O,EGWAT1,2021.0,418.3069
REGION,EGBMCHP04O,EGWAT1,2022.0,396.2907
REGION,EGBMCHP04O,EGWAT1,2023.0,374.2746
REGION,EGBMCHP04O,EGWAT1,2024.0,352.2584
REGION,EGBMCHP04O,EGWAT1,2025.0,220.1615
REGION,EGBMCHP04O,EGWAT1,2026.0,198.1454
REGION,EGBMCHP04O,EGWAT1,2027.0,176.1292
REGION,EGBMCHP04O,EGWAT1,2028.0,154.1131
REGION,EGBMCHP04O,EGWAT1,2029.0,132.0969
REGION,EGBMCHP04O,EGWAT1,2030.0,110.0808
REGION,EGBMCHP04O,EGWAT1,2031.0,88.0646
REGION,EGBMCHP04O,EGWAT1,2032.0,66.0485
REGION,EGBMCHP04O,EGWAT1,2033.0,44.0323
REGION,EGBMCHP04O,EGWAT1,2034.0,22.0162
REGION,EGCO00E00X,EGCOAL,2015.0,2.9982
REGION,EGCO00E00X,EGCOAL,2016.0,2.4017
REGION,EGCO00E00X,EGCOAL,2017.0,4.7577
REGION,EGCO00E00X,EGCOAL,2018.0,3.9853
REGION,EGCO00E00X,EGCOAL,2019.0,4.4577
REGION,EGCO00E00X,EGCOAL,2020.0,4.4584
REGION,EGCO00E00X,EGCOAL,2021.0,4.3686
REGION,EGCO00E00X,EGCOAL,2022.0,4.2812
REGION,EGCO00E00X,EGCOAL,2023.0,4.1961
REGION,EGCO00E00X,EGCOAL,2024.0,4.1131
REGION,EGCO00E00X,EGCOAL,2025.0,4.0323
REGION,EGCO00E00X,EGCOAL,2026.0,3.9536
REGION,EGCO00P00X,EGCOAL,2015.0,7.9326
REGION,EGCO00P00X,EGCOAL,2016.0,7.8884
REGION,EGCO00P00X,EGCOAL,2017.0,8.6276
REGION,EGCO00P00X,EGCOAL,2018.0,9.436
REGION,EGCO00P00X,EGCOAL,2019.0,10.3201
REGION,EGCO00P00X,EGCOAL,2020.0,11.2871
REGION,EGCO00P00X,EGCOAL,2021.0,11.1844
REGION,EGCO00P00X,EGCOAL,2022.0,11.0826
REGION,EGCO00P00X,EGCOAL,2023.0,10.9818
REGION,EGCO00P00X,EGCOAL,2024.0,10.8818
REGION,EGCO00P00X,EGCOAL,2025.0,10.7828
REGION,EGCO00P00X,EGCOAL,2026.0,10.6847
REGION,EGCO00P00X,EGCOAL,2027.0,10.5875
REGION,EGCO00P00X,EGCOAL,2028.0,10.4911
REGION,EGCO00P00X,EGCOAL,2029.0,10.3956
REGION,EGCO00P00X,EGCOAL,2030.0,10.301
REGION,EGCO00P00X,EGCOAL,2031.0,8.8754
REGION,EGCO00P00X,EGCOAL,2032.0,7.647
REGION,EGCO00P00X,EGCOAL,2033.0,6.5887
REGION,EGCO00P00X,EGCOAL,2034.0,5.6768
REGION,EGCO00P00X,EGCOAL,2035.0,4.8911
REGION,EGCO00P00X,EGCOAL,2036.0,4.2142
REGION,EGCO00P00X,EGCOAL,2037.0,3.631
REGION,EGCO00P00X,EGCOAL,2038.0,3.1284
REGION,EGCO00P00X,EGCOAL,2039.0,2.6955
REGION,EGCO00P00X,EGCOAL,2040.0,2.3224
REGION,EGCO00P00X,EGCOAL,2041.0,2.0765
REGION,EGCO00P00X,EGCOAL,2042.0,1.8566
REGION,EGCO00P00X,EGCOAL,2043.0,1.66
REGION,EGCO00P00X,EGCOAL,2044.0,1.4842
REGION,EGCO00P00X,EGCOAL,2045.0,1.327
REGION,EGCO00P00X,EGCOAL,2046.0,1.1865
REGION,EGCO00P00X,EGCOAL,2047.0,1.0608
REGION,EGCO00P00X,EGCOAL,2048.0,0.9485
REGION,EGCO00P00X,EGCOAL,2049.0,0.848
REGION,EGCO00P00X,EGCOAL,2050.0,0.7582
REGION,EGCO00P00X,EGCOAL,2051.0,0.6526
REGION,EGCO00P00X,EGCOAL,2052.0,0.6061
REGION,EGCO00P00X,EGCOAL,2053.0,0.5419
REGION,EGCO00P00X,EGCOAL,2054.0,0.4846
REGION,EGCO00P00X,EGCOAL,2055.0,0.4332
REGION,EGCO00P00X,EGCOAL,2056.0,0.3874
REGION,EGCO00P00X,EGCOAL,2057.0,0.3463
REGION,EGCO00P00X,EGCOAL,2058.0,0.3097
REGION,EGCO00P00X,EGCOAL,2059.0,0.2769
REGION,EGCO00P00X,EGCOAL,2060.0,0.2475
REGION,EGCO00P00X,EGCOAL,2061.0,0.2213
REGION,EGCO00P00X,EGCOAL,2062.0,0.1979
REGION,EGCO00P00X,EGCOAL,2063.0,0.1769
REGION,EGCO00P00X,EGCOAL,2064.0,0.1582
REGION,EGCO00P00X,EGCOAL,2065.0,0.1414
REGION,EGCO00P00X,EGCOAL,2066.0,0.1265
REGION,EGCO00P00X,EGCOAL,2067.0,0.1131
REGION,EGCO00P00X,EGCOAL,2068.0,0.1011
REGION,EGCO00P00X,EGCOAL,2069.0,0.0904
REGION,EGCO00P00X,EGCOAL,2070.0,0.0808
REGION,EGCO00X00X,EGWAT1,2015.0,0.1606
REGION,EGCO00X00X,EGWAT1,2016.0,0.1512
REGION,EGCO00X00X,EGWAT1,2017.0,0.1967
REGION,EGCO00X00X,EGWAT1,2018.0,0.1972
REGION,EGCO00X00X,EGWAT1,2019.0,0.2172
REGION,EGCO00X00X,EGWAT1,2020.0,0.2314
REGION,EGCO00X00X,EGWAT1,2021.0,0.2285
REGION,EGCO00X00X,EGWAT1,2022.0,0.2258
REGION,EGCO00X00X,EGWAT1,2023.0,0.223
REGION,EGCO00X00X,EGWAT1,2024.0,0.2203
REGION,EGCO00X00X,EGWAT1,2025.0,2.7243
REGION,EGCO00X00X,EGWAT1,2026.0,0.2151
REGION,EGCO00X00X,EGWAT1,2027.0,0.1556
REGION,EGCO00X00X,EGWAT1,2028.0,0.1542
REGION,EGCO00X00X,EGWAT1,2029.0,0.1528
REGION,EGCO00X00X,EGWAT1,2030.0,0.1514
REGION,EGCO00X00X,EGWAT1,2031.0,0.1304
REGION,EGCO00X00X,EGWAT1,2032.0,0.1124
REGION,EGCO00X00X,EGWAT1,2033.0,0.0968
REGION,EGCO00X00X,EGWAT1,2034.0,0.1527
REGION,EGCO00X00X,EGWAT1,2035.0,0.3245
REGION,EGCO00X00X,EGWAT1,2036.0,0.2785
REGION,EGCOSCC04N,EGCOAL,2067.0,39.569
REGION,EGCOSCC04N,EGCOAL,2068.0,145.7034
REGION,EGCOSCC04N,EGCOAL,2069.0,257.0965
REGION,EGCOSCC04N,EGCOAL,2070.0,307.8399
REGION,EGCOSCC04N,EGWAT1,2067.0,436.1707
REGION,EGCOSCC04N,EGWAT1,2068.0,1610.2459
REGION,EGCOSCC04N,EGWAT1,2069.0,2848.6338
REGION,EGCOSCC04N,EGWAT1,2070.0,3419.6393
REGION,EGCOSCP04N,EGCOAL,2025.0,170.5842
REGION,EGCOSCP04N,EGCOAL,2034.0,4.7162
REGION,EGCOSCP04N,EGCOAL,2035.0,19.0976
REGION,EGCOSCP04N,EGCOAL,2036.0,31.0609
REGION,EGCOSCP04N,EGCOAL,2037.0,25.0296
REGION,EGCOSCP04N,EGCOAL,2038.0,20.0668
REGION,EGCOSCP04N,EGCOAL,2039.0,18.5928
REGION,EGCOSCP04N,EGCOAL,2041.0,9.0568
REGION,EGCOSCP04N,EGCOAL,2043.0,7.3526
REGION,EGCOSCP04N,EGCOAL,2044.0,2.5924
REGION,EGCOSCP04N,EGCOAL,2045.0,2.8939
REGION,EGCOSCP04N,EGCOAL,2046.0,1.201
REGION,EGCOSCP04N,EGCOAL,2048.0,90.6452
REGION,EGCOSCP04N,EGCOAL,2049.0,67.6942
REGION,EGCOSCP04N,EGCOAL,2050.0,54.5435
REGION,EGCOSCP04N,EGCOAL,2051.0,61.9659
REGION,EGCOSCP04N,EGCOAL,2052.0,64.6352
REGION,EGCOSCP04N,EGCOAL,2053.0,65.7821
REGION,EGCOSCP04N,EGCOAL,2054.0,64.5546
REGION,EGCOSCP04N,EGCOAL,2055.0,34.1813
REGION,EGCOSCP04N,EGWAT1,2025.0,1895.0109
REGION,EGCOSCP04N,EGWAT1,2034.0,52.3919
REGION,EGCOSCP04N,EGWAT1,2035.0,212.1546
REGION,EGCOSCP04N,EGWAT1,2036.0,345.0533
REGION,EGCOSCP04N,EGWAT1,2037.0,278.0528
REGION,EGCOSCP04N,EGWAT1,2038.0,222.9208
REGION,EGCOSCP04N,EGWAT1,2039.0,206.5458
REGION,EGCOSCP04N,EGWAT1,2041.0,100.6113
REGION,EGCOSCP04N,EGWAT1,2043.0,81.6798
REGION,EGCOSCP04N,EGWAT1,2044.0,28.7985
REGION,EGCOSCP04N,EGWAT1,2045.0,32.1486
REGION,EGCOSCP04N,EGWAT1,2046.0,13.3422
REGION,EGCOSCP04N,EGWAT1,2048.0,1006.9722
REGION,EGCOSCP04N,EGWAT1,2049.0,752.0115
REGION,EGCOSCP04N,EGWAT1,2050.0,605.9212
REGION,EGCOSCP04N,EGWAT1,2051.0,688.3752
REGION,EGCOSCP04N,EGWAT1,2052.0,718.0291
REGION,EGCOSCP04N,EGWAT1,2053.0,730.7701
REGION,EGCOSCP04N,EGWAT1,2054.0,717.1335
REGION,EGCOSCP04N,EGWAT1,2055.0,379.7182
REGION,EGCR00E00X,EGCRU1,2015.0,526.5492
REGION,EGCR00E00X,EGCRU1,2016.0,482.4907
REGION,EGCR00E00X,EGCRU1,2017.0,407.0101
REGION,EGCR00E00X,EGCRU1,2018.0,456.9228
REGION,EGCR00E00X,EGCRU1,2019.0,456.5347
REGION,EGCR00E00X,EGCRU1,2020.0,456.1347
REGION,EGCR00E00X,EGCRU1,2021.0,449.4946
REGION,EGCR00E00X,EGCRU1,2022.0,442.1475
REGION,EGCR00E00X,EGCRU1,2023.0,436.0743
REGION,EGCR00E00X,EGCRU1,2024.0,430.2577
REGION,EGCR00E00X,EGCRU1,2025.0,424.6818
REGION,EGCR00E00X,EGCRU1,2026.0,419.332
REGION,EGCR00E00X,EGCRU1,2027.0,414.1947
REGION,EGCR00E00X,EGCRU1,2028.0,409.2576
REGION,EGCR00E00X,EGCRU1,2029.0,404.5092
REGION,EGCR00E00X,EGCRU1,2030.0,399.9388
REGION,EGCR00E00X,EGCRU1,2031.0,372.7645
REGION,EGCR00E00X,EGCRU1,2032.0,346.253
REGION,EGCR00X00X,EGWAT1,2015.0,105.0098
REGION,EGCR00X00X,EGWAT1,2016.0,99.5679
REGION,EGCR00X00X,EGWAT1,2017.0,94.0493
REGION,EGCR00X00X,EGWAT1,2018.0,97.5302
REGION,EGCR00X00X,EGWAT1,2019.0,96.4642
REGION,EGCR00X00X,EGWAT1,2020.0,95.3975
REGION,EGCR00X00X,EGWAT1,2021.0,95.1308
REGION,EGCR00X00X,EGWAT1,2022.0,94.8247
REGION,EGCR00X00X,EGWAT1,2023.0,94.5897
REGION,EGCR00X00X,EGWAT1,2024.0,94.3691
REGION,EGCR00X00X,EGWAT1,2025.0,94.1619
REGION,EGCR00X00X,EGWAT1,2026.0,93.9673
